Species,Gregariousness,Water.Column,Diet,Habitat,Trophic.Level,BodySize,Activity,Trophic.Level.Cat,BodySize.Cat
Thalassoma pavo,2,2,Planktivore,rock,3.5,25,Day,3,3
Thalassoma purpureum,2,2,Invertivore,coral,3.6,46,Day,4,4
Thalassoma quinquevittatum,2,2,Planktivore,coral,3.6,17,Day,4,3
Thalassoma rueppellii,2,2,Planktivore,coral,3.5,20,Day,3,3
Thalassoma septemfasciatum,2,2,Planktivore,rock,3.5,31,Day,3,4
Thalassoma trilobatum,2,2,Invertivore,coral,3.6,30,Day,4,3
Thamnaconus analis,2,2,Omnivore,coral,3.4,19.3,Day,3,3
Thorogobius ephippiatus,1,1,Invertivore,sand,3,13,Day,2,2
Chironemus maculosus,1,1,Invertivore,rock,3.5,35,Day,3,4
Thunnus albacares,3,4,Piscivore,water column,4.3,239,Day,5,6
Thyrsites atun,3,4,Piscivore,water column,3.7,200,Day,4,6
Tilodon sexfasciatus,2,3,Invertivore,rock,3.3,40,Day,3,4
Torquigener pleurogramma,1,2,Invertivore,sand,3.3,22,Day,3,3
Torquigener squamicauda,1,2,Invertivore,sand,3.2,15,Day,3,2
Trachichthys australis,2,2,Planktivore,rock,3.6,18,Night,4,3
Trachinops brauni,3,2,Invertivore,rock,3.7,8,Day,4,2
Trachinops caudimaculatus,3,2,Invertivore,rock,4,15,Day,4,2
Trachinops noarlungae,3,2,Invertivore,rock,4,15,Day,4,2
Trachinops taeniatus,3,2,Invertivore,rock,4,10,Day,4,2
Trachinotus anak,1,2,Invertivore,sand,3.7,120,Day,4,6
Trachinotus baillonii,2,4,Invertivore,water column,3.6,60,Day,4,5
Trachinotus blochii,3,4,Invertivore,water column,3.7,110,Day,4,6
Trachinotus ovatus,3,4,Invertivore,water column,3.7,70,Day,4,5
Trachinotus rhodopus,3,4,Invertivore,water column,4,61,Day,4,5
Trachinotus stilbe,3,4,Invertivore,water column,3.6,34,Day,4,4
Trachinus draco,1,1,Piscivore,sand,4.2,53,Day,5,5
Trachurus declivis,3,4,Piscivore,water column,3.9,64,Day,4,5
Trachurus japonicus,3,4,Piscivore,water column,3.4,50,Day,3,4
Trachurus novaezelandiae,3,4,Piscivore,water column,3.2,50,Day,3,4
Trachurus symmetricus,1,1,Planktivore,rock,3.6,81,Day,4,6
Trachurus trachurus,3,4,Piscivore,water column,3.6,70,Day,4,5
Trachypoma macracanthus,1,1,Piscivore,coral,3.5,22,Day,3,3
Tragulichthys jaculiferus,1,2,Invertivore,coral,3.5,30,Day,3,3
Trianectes bucephalus,1,1,Invertivore,rock,3.3,7,Day,3,1
Tridentiger trigonocephalus,1,1,Invertivore,sand,3.3,11,Day,3,2
Trimma anaima,1,1,Grazer,coral,2.788135171,3,Day,2,1
Trimma benjamini,1,1,Invertivore,coral,3,3,Day,2,1
Trimma caesiura,1,1,Invertivore,coral,3,3.5,Day,2,1
Trimma cana,1,1,Grazer,coral,2.806656365,2.5,Day,2,1
Trimma lantana,1,1,Invertivore,coral,3,2.9,Day,2,1
Trimma okinawae,1,1,Invertivore,coral,3,3.5,Day,2,1
Trimma striatum,1,1,Invertivore,coral,3,3,Day,2,1
Trimma taylori,1,1,Invertivore,coral,3.148550725,3.066666667,Day,3,1
Trimma tevegae,1,1,Invertivore,coral,3.148550725,3.066666667,Day,3,1
Trinorfolkia clarkei,1,1,Invertivore,rock,3.3,8,Day,3,2
Trinorfolkia cristata,1,1,Invertivore,rock,3.2,5.2,Day,3,1
Tripterygion delaisi,1,1,Invertivore,rock,3.4,8.9,Day,3,2
Trisopterus luscus,1,1,Piscivore,rock,3.7,46,Day,4,4
Trisopterus minutus,2,2,Invertivore,rock,3.8,40,Night,4,4
Ucla xenogrammus,1,1,Invertivore,coral,3.2,4.7,Day,3,1
Ulua mentalis,3,4,Piscivore,water column,3.7,100,Day,4,6
Upeneichthys lineatus,2,2,Invertivore,sand,3.4,31,Day,3,4
Upeneichthys vlamingii,2,2,Invertivore,sand,3.5,35,Day,3,4
Upeneus moluccensis,2,2,Invertivore,sand,3.6,20,Day,4,3
Upeneus tragula,2,2,Invertivore,sand,3.6,30,Day,4,3
Uraspis helvola,3,4,Planktivore,water column,3.8,58,Day,4,5
Uropterygius nagoensis,1,1,Piscivore,coral,3.6,72,Night,4,5
Valenciennea alleni,2,1,Invertivore,sand,3,7.4,Day,2,2
Valenciennea decora,1,1,Invertivore,sand,3.2,16.37777778,Day,3,3
Valenciennea helsdingenii,2,1,Invertivore,sand,3.4,25,Day,3,3
Valenciennea immaculata,2,1,Invertivore,sand,3.2,13,Day,3,2
Valenciennea longipinnis,2,1,Invertivore,sand,3.1,18,Day,3,3
Valenciennea muralis,2,1,Invertivore,sand,3.5,16,Day,3,3
Valenciennea parva,1,1,Invertivore,sand,3.2,16.37777778,Day,3,3
Valenciennea puellaris,2,1,Invertivore,sand,3.3,20,Day,3,3
Valenciennea randalli,2,1,Invertivore,sand,3.2,16,Day,3,3
Valenciennea sexguttata,2,1,Invertivore,sand,3.2,14,Day,3,2
Valenciennea strigata,2,1,Invertivore,sand,4,18,Day,4,3
Variola albimarginata,1,2,Piscivore,coral,4.5,65,Day,5,5
Variola louti,1,2,Piscivore,coral,4.3,83,Day,5,6
Vincentia conspersa,1,3,Invertivore,rock,3.6,14,Night,4,2
Vincentia novaehollandiae,1,3,Invertivore,rock,3.5,14,Night,3,2
Xanthichthys mento,1,2,Planktivore,coral,4,29,Day,4,3
Xenocys jessiae,3,3,Planktivore,rock,3.4,30,Night,3,3
Xyrichtys novacula,1,2,Invertivore,sand,3.1,38,Day,3,4
Xyrichtys splendens,1,1,Invertivore,sand,3.17,17.5,Day,3,3
Zabidius novemaculeatus,2,2,Invertivore,coral,3.4,45,Day,3,4
Zanclistius elevatus,2,2,Invertivore,rock,3.4,33,Day,3,4
Zanclus cornutus,2,2,Invertivore,coral,2.9,23,Day,2,3
Zebrasoma desjardinii,1,2,Grazer,coral,2,40,Day,1,4
Zebrasoma flavescens,2,2,Grazer,coral,2,20,Day,1,3
Zebrasoma rostratum,1,2,Grazer,coral,2,21,Day,1,3
Zebrasoma scopas,1,2,Grazer,coral,2,40,Day,1,4
Zebrasoma velifer,1,2,Grazer,coral,2,40,Day,1,4
Zebrasoma xanthurum,1,2,Grazer,coral,2,22,Day,1,3
Zeugopterus regius,1,1,Invertivore,sand,3.4,20,Night,3,3
Zeus faber,1,2,Piscivore,rock,4.5,90,Night,5,6
Zoarchias veneficus,1,1,Invertivore,rock,3.3,7,Day,3,1
Zoramia fragilis,2,2,Invertivore,coral,3.3,5.5,Night,3,1
Zoramia leptacantha,3,3,Invertivore,coral,3.5,6,Night,3,1
Zoramia viridiventer,3,3,Invertivore,coral,3.3,4.2,Night,3,1
Similiparma lurida,3,2,Planktivore,rock,3.5,15,Day,3,2
Acanthurus tractus,2,1,Grazer,coral,2,38.1,Day,1,4
Aetobatus narinari,1,2,Invertivore,coral,3.2,330,Day,3,6
Aetobatus ocellatus,1,2,Invertivore,coral,3.2,330,Day,3,6
Ostorhinchus capricornis,2,3,Invertivore,coral,3.4,5.8,Night,3,1
Ostorhinchus doederleini,2,3,Invertivore,coral,3.6,14,Night,4,2
Ostorhinchus flavus,2,3,Invertivore,coral,3.6,9.6,Night,4,2
Ostorhinchus limenus,2,3,Invertivore,rock,3.6,14,Night,4,2
Ostorhinchus notatus,2,3,Invertivore,rock,3.5,10,Night,3,2
Ostorhinchus urostigmus,2,3,Invertivore,coral,3.7,15,Night,4,2
Ostorhinchus victoriae,2,3,Invertivore,rock,3.5,14,Night,3,2
Aptychotrema rostrata,1,1,Invertivore,sand,3.9,120,Night,4,6
Taeniamia macroptera,3,1,Planktivore,coral,3.5,9,Night,3,2
Arripis georgiana,3,4,Piscivore,water column,4.3,41,Day,5,4
Asymbolus analis,1,1,Invertivore,rock,4.1,90,Night,5,6
Aulohalaelurus labiosus,1,1,Piscivore,rock,4,67,Night,4,5
Brachaelurus waddi,1,1,Piscivore,rock,3.9,122,Day,4,6
Caranx bartholomaei,3,4,Piscivore,water column,4.5,100,Day,5,6
Carcharhinus albimarginatus,1,4,Piscivore,coral,4.2,300,Day,5,6
Carcharhinus amblyrhynchos,1,4,Piscivore,coral,4.1,255,Day,5,6
Carcharhinus brachyurus,1,2,Piscivore,rock,4.23,300,Day,5,6
Carcharhinus galapagensis,1,4,Piscivore,water column,4.2,370,Day,5,6
Carcharhinus melanopterus,1,4,Piscivore,coral,3.9,200,Day,4,6
Carcharhinus obscurus,1,4,Piscivore,water column,4.5,420,Day,5,6
Carcharhinus perezii,1,4,Piscivore,coral,4.5,300,Day,5,6
Carcharias taurus,2,2,Piscivore,rock,4.5,320,Day,5,6
Symphodus trutta,1,2,Invertivore,rock,3.5,18,Day,3,3
Cephaloscyllium laticeps,1,1,Piscivore,rock,4.3,150,Night,5,6
Morwong ephippium,1,2,Invertivore,coral,3.5,55,Day,3,5
Goniistius francisi,1,2,Invertivore,coral,3.210526316,50,Day,3,4
Morwong fuscus,2,2,Invertivore,rock,3.4,65,Day,3,5
Goniistius gibbosus,1,2,Invertivore,rock,3.4,35,Day,3,4
Pseudogoniistius nigripes,1,2,Invertivore,rock,3.1,41,Day,3,4
Goniistius rubrolabiatus,1,2,Invertivore,rock,2.8,75,Day,2,5
Chirodactylus spectabilis,1,2,Invertivore,rock,3,100,Day,2,6
Goniistius vestitus,1,2,Invertivore,rock,3,35,Day,2,4
Chiloscyllium punctatum,1,1,Piscivore,rock,4.1,121,Day,5,6
Chrysiptera caesifrons,2,2,Grazer,coral,2.5,7,Day,1,1
Hypanus americanus,1,1,Invertivore,sand,3.5,200,Day,3,6
Dasyatis brevis,1,1,Invertivore,sand,3.8,187,Day,4,6
Bathytoshia centroura,1,1,Invertivore,sand,3.81,300,Day,4,6
Hypanus longus,1,1,Invertivore,sand,3.5,260,Day,3,6
Bathytoshia lata,1,1,Invertivore,coral,3.5,400,Day,3,6
Dentiraja lemprieri,1,2,Piscivore,sand,3.5,52,Night,3,5
Diplodus argenteus,2,2,Invertivore,rock,3,44,Day,2,4
Diplodus cervinus,2,2,Invertivore,rock,3,44,Day,2,4
Diplodus sargus,2,2,Invertivore,rock,3,44,Day,2,4
Eucrossorhinus dasypogon,1,1,Piscivore,coral,4,125,Night,4,6
Galeocerdo cuvier,1,4,Piscivore,water column,4.5,750,Day,5,6
Ginglymostoma cirratum,1,1,Piscivore,sand,3.8,430,Night,4,6
Goniistius plessisi,1,2,Invertivore,coral,2.7,43,Day,2,4
Goniistius zebra,1,2,Invertivore,rock,3.3,22.1,Day,3,3
Goniistius zonatus,1,2,Invertivore,rock,3.2,45,Day,3,4
Haploblepharus edwardsii,1,1,Invertivore,rock,3.8,59,Night,4,5
Hemiscyllium ocellatum,1,1,Invertivore,coral,3.4,107,Day,3,6
Hemiscyllium trispeculare,1,1,Invertivore,coral,3.5,79,Day,3,5
Heterodontus francisci,1,1,Invertivore,rock,3.2,122,Night,3,6
Heterodontus galeatus,1,1,Invertivore,rock,3.7,152,Night,4,6
Heterodontus portusjacksoni,1,1,Invertivore,rock,3.5,165,Night,3,6
Heterodontus quoyi,1,1,Invertivore,coral,3.5,107,Night,3,6
Styracura schmardae,1,1,Invertivore,sand,3.2,200,Day,3,6
Hypnos monopterygius,1,1,Invertivore,sand,3.7,70,Night,4,5
Gobioclinus dendriticus,1,1,Invertivore,rock,4,13,Day,4,2
Chelon auratus,3,4,Grazer,sand,2.5,59,Day,1,5
Chelon ramada,1,1,Grazer,sand,2.3,70,Day,1,5
Chelon richardsonii,3,4,Planktivore,sand,2.4,40.5,Day,1,4
Mobula birostris,1,4,Planktivore,water column,3.5,400,Day,3,6
Mobula thurstoni,1,4,Planktivore,water column,3.1,220,Day,3,6
Monotaxis heterodon,2,2,Invertivore,coral,3.582575758,60,Day,4,5
Myliobatis aquila,1,2,Invertivore,rock,3.6,183,Day,4,6
Myliobatis australis,1,2,Invertivore,sand,3.6,241,Day,4,6
Myliobatis californica,1,2,Invertivore,rock,3.1,180,Day,3,6
Myliobatis tenuicaudatus,1,2,Invertivore,rock,3.5,150,Day,3,6
Nebrius ferrugineus,1,1,Piscivore,coral,4.1,320,Night,5,6
Negaprion acutidens,1,4,Piscivore,coral,4.1,380,Day,5,6
Neotrygon kuhlii,1,1,Invertivore,sand,3.7,70,Day,4,5
Neotrygon ningalooensis,1,1,Invertivore,coral,3.671428571,70,Day,4,5
Orectolobus halei,1,1,Piscivore,rock,4,300,Night,4,6
Orectolobus maculatus,1,1,Piscivore,rock,4.2,320,Night,5,6
Orectolobus ornatus,1,1,Piscivore,rock,4,290,Night,4,6
Orectolobus wardi,1,1,Piscivore,coral,4,63,Night,4,5
Ostorhinchus pallidofasciatus,2,3,Invertivore,coral,3.5,7,Night,3,1
Ostracion cubicum,1,2,Invertivore,coral,3.4,45,Day,3,4
Ostracion immaculatum,1,2,Invertivore,coral,3.3,25,Day,3,3
Ostracion solorense,1,2,Invertivore,coral,3.2,12,Day,3,2
Parascyllium ferrugineum,1,1,Piscivore,rock,3.8,80,Day,4,5
Parascyllium variolatum,1,1,Piscivore,rock,3.8,91,Night,4,6
Pastinachus ater,1,1,Invertivore,sand,3.6,200,Day,4,6
Pastinachus sephen,1,1,Invertivore,sand,3.7,183,Day,4,6
Patagonotothen brevicauda,1,1,Invertivore,rock,3.4,18,Night,3,3
Plectorhinchus caeruleonothus,1,2,Invertivore,coral,3.79981685,100,Day,4,6
Poroderma africanum,1,1,Invertivore,rock,3.6,101,Night,4,6
Verulux cypselurus,3,3,Invertivore,coral,3.533550772,6,Night,4,1
Lactophrys triqueter,1,2,Invertivore,coral,3.182352941,47,Day,3,4
Rhinoptera steindachneri,1,2,Invertivore,sand,3.6,90,Day,4,6
Scolopsis xenochrous,1,2,Invertivore,coral,3.4,21,Day,3,3
Kyphosus ocyurus,3,3,Invertivore,coral,3.5,59,Day,3,5
Sphyrna lewini,2,4,Piscivore,water column,4.1,430,Day,5,6
Spiniraja whitleyi,1,2,Piscivore,sand,3.5,170,Night,3,6
Stephanolepis hispida,1,2,Omnivore,rock,2.2,27.5,Day,1,3
Sutorectus tentaculatus,1,1,Piscivore,rock,3.9,92,Night,4,6
Centrolabrus melanocercus,2,2,Invertivore,rock,3,14,Day,2,2
Taeniamia fucata,3,3,Planktivore,coral,3.5,10,Night,3,2
Taeniamia leai,3,2,Planktivore,coral,3.5,9,Night,3,2
Taeniamia melasma,3,2,Planktivore,coral,3.6,11,Night,4,2
Taeniamia zosterophora,3,2,Planktivore,coral,3.7,8,Night,4,2
Taeniura grabata,1,1,Invertivore,sand,4,250,Day,4,6
Taeniura lymma,1,1,Invertivore,sand,3.6,35,Day,4,4
Taeniurops meyeni,1,1,Piscivore,coral,4.2,330,Day,5,6
Thysanophrys cirronasus,1,1,Piscivore,rock,4,45,Night,4,4
Triaenodon obesus,1,4,Piscivore,coral,4.2,213,Day,5,6
Trygonoptera imitata,1,1,Invertivore,sand,3.3,80,Night,3,5
Trygonoptera mucosa,1,1,Invertivore,sand,3.1,80,Night,3,5
Trygonoptera ovalis,1,1,Invertivore,sand,3.3,61,Night,3,5
Trygonoptera personata,1,1,Invertivore,sand,3.3,47,Night,3,4
Trygonoptera testacea,1,1,Invertivore,sand,3.8,47,Night,4,4
Trygonorrhina fasciata,1,1,Invertivore,sand,3.6,126,Night,4,6
Tylosurus crocodilus,2,4,Piscivore,water column,4.266666667,150,Day,5,6
Urobatis concentricus,1,1,Invertivore,sand,3.3,47.5,Day,3,4
Urobatis halleri,1,1,Invertivore,sand,3.2,58,Night,3,5
Urobatis jamaicensis,1,1,Invertivore,sand,3.6,76,Night,4,5
Urobatis tumbesensis,1,1,Invertivore,sand,3.3,115,Night,3,6
Urolophus cruciatus,1,1,Invertivore,sand,3.4,50,Night,3,4
Urolophus gigas,1,1,Invertivore,sand,3.6,70,Night,4,5
Urolophus kapalensis,1,1,Invertivore,sand,3.6,43,Night,4,4
Urolophus paucimaculatus,1,1,Invertivore,sand,3.7,57,Night,4,5
Abudefduf spp,3,2,Planktivore,coral,2.853846154,19.30769231,Day,2,3
Acanthurus spp,1,2,Grazer,coral,2.261764706,36.38529412,Day,1,4
Amanses spp,1,2,Omnivore,coral,2.9,20,Day,2,3
Amblyeleotris spp,2,1,Invertivore,sand,3.3625,10.55,Day,3,2
Amblyglyphidodon spp,2,2,Omnivore,coral,2.766666667,10.41111111,Day,2,2
Amblygobius spp,1,1,Omnivore,sand,2.704,10.5,Day,2,2
Amphiprion spp,2,2,Omnivore,coral,2.73,12.6,Day,2,2
Anampses spp,2,2,Invertivore,coral,3.427272727,24.63636364,Day,3,3
Apogon spp,2,3,Invertivore,coral,3.49,9.65,Night,3,2
Arothron spp,1,2,Invertivore,coral,3.240842014,54.14285714,Day,3,5
Arripis spp,3,4,Piscivore,water column,4.15,77.75,Day,5,5
Asterropteryx spp,1,1,Grazer,sand,2.986666667,3.333333333,Day,2,1
Atherinomorus spp,3,4,Invertivore,water column,3.2,17,Day,3,3
Atractoscion spp,3,1,Piscivore,rock,3.9,130,Night,4,6
Axoclinus spp,1,1,Invertivore,coral,2.7,3,Day,2,1
Belone spp,2,4,Piscivore,water column,4.2,93,Day,5,6
Bryaninops spp,1,1,Invertivore,coral,3.09785628,3.222222222,Day,3,1
Caesio spp,3,3,Planktivore,coral,3.4,39.375,Day,3,4
Calotomus spp,2,2,Microphage,coral,2,36,Day,1,4
Cantherhines spp,1,2,Invertivore,coral,3.057142857,26.64285714,Day,3,3
Canthigaster spp,1,2,Omnivore,coral,2.956301062,13.04660633,Day,2,2
Carangoides spp,2,4,Piscivore,water column,4.342857143,76,Day,5,5
Caranx spp,3,4,Piscivore,water column,4.276,103.1,Day,5,6
Carcharhinus spp,1,4,Piscivore,coral,4.232857143,306.4285714,Day,5,6
Cephalopholis spp,1,2,Piscivore,coral,4.153333333,38.17333333,Day,5,4
Chaetodon spp,2,2,Corallivore,coral,3.136923077,17.37538462,Day,3,3
Cheilinus spp,1,2,Invertivore,coral,3.528571429,64,Day,4,5
Cheilodipterus spp,1,3,Planktivore,coral,3.922967795,16.42285714,Night,4,3
Choerodon spp,1,2,Invertivore,coral,3.517361111,46.91818182,Day,4,4
Chromis spp,3,2,Planktivore,coral,3.027142857,11.48928571,Day,3,2
Chrysiptera spp,2,2,Omnivore,coral,2.635427709,7.6875,Day,2,2
Cirrhilabrus spp,2,2,Invertivore,coral,3.375524476,10.74615385,Day,3,2
Cirripectes spp,1,1,Grazer,coral,2.061538462,10.99230769,Day,1,2
Coris spp,1,2,Invertivore,coral,3.342105263,33.87894737,Day,3,4
Coryphopterus spp,1,1,Omnivore,sand,2.771428571,5,Day,2,1
Corythoichthys spp,1,1,Planktivore,coral,3.414615385,17.56,Day,3,3
Cryptocentrus spp,1,1,Invertivore,sand,3.316666667,12,Day,3,2
Ctenochaetus spp,2,2,Grazer,coral,2.0625,19.975,Day,1,3
Ctenogobiops spp,1,1,Invertivore,sand,3.38563147,7.728571429,Day,3,2
Cymbacephalus spp,1,1,Piscivore,sand,4.5,50,Night,5,4
Decapterus spp,3,4,Planktivore,water column,3.5825,44,Day,4,4
Diagramma spp,1,2,Invertivore,coral,3.6,67.5,Night,4,5
Dischistodus spp,2,2,Grazer,coral,2.016666667,15.71666667,Day,1,3
Ecsenius spp,1,1,Grazer,coral,2.036123498,6.143846154,Day,1,1
Elacatinus spp,1,1,Invertivore,coral,3.41,4.24,Day,3,1
Enneapterygius spp,1,1,Invertivore,coral,2.96931082,3.653703704,Day,2,1
Epinephelus spp,1,2,Piscivore,coral,3.88022074,85.545,Day,4,6
Eviota spp,1,1,Invertivore,coral,3.082358915,2.753571429,Day,3,1
Exyrias spp,1,1,Invertivore,sand,2.8,15,Day,2,2
Fistularia spp,1,2,Piscivore,sand,4.1,186.6666667,Day,5,6
Fusigobius spp,1,1,Omnivore,sand,3.116666667,5.916666667,Day,3,1
Gnatholepis spp,1,1,Omnivore,sand,2.549516908,8.533333333,Day,2,2
Gobiodon spp,2,1,Invertivore,coral,3.333333333,4.722222222,Day,3,1
Grammatorcynus spp,3,4,Piscivore,water column,4.35,106,Day,5,6
Gymnocranius spp,1,2,Invertivore,sand,3.333080808,53.33333333,Day,3,5
Gymnothorax spp,1,1,Invertivore,coral,4.036,130.456,Night,5,6
Haemulon spp,3,2,Invertivore,coral,3.449679487,40.0125,Night,3,4
Halichoeres spp,1,2,Invertivore,coral,3.421711654,18.36595745,Day,3,3
Helcogramma spp,1,1,Invertivore,coral,3.083333333,4.133333333,Day,3,1
Heniochus spp,2,2,Invertivore,coral,3.4375,21.5,Day,3,3
Heteroclinus spp,1,1,Invertivore,rock,3.8,22.8,Day,4,3
Hippocampus spp,1,1,Invertivore,rock,3.375,21.125,Day,3,3
Holocentrus spp,2,2,Invertivore,coral,3.5,48,Night,3,4
Hypoplectrodes spp,1,2,Invertivore,rock,3.95,31.25,Day,4,4
Hypoplectrus spp,1,2,Invertivore,coral,3.822222222,14.01111111,Day,4,2
Istigobius spp,1,1,Omnivore,sand,3.1875,8.1375,Day,3,2
Kyphosus spp,3,3,Grazer,coral,2.313131313,69.88888889,Day,1,5
Labracinus spp,1,1,Invertivore,coral,4.05,23.5,Night,5,3
Labrichthys spp,1,2,Corallivore,coral,3.3,17.5,Day,3,3
Labropsis spp,1,2,Corallivore,coral,3.368,11.3,Day,3,2
Lethrinus spp,1,2,Invertivore,coral,3.679506174,59.7875817,Day,4,5
Lutjanus spp,2,2,Piscivore,coral,4.045526316,63.10789474,Day,5,5
Luzonichthys spp,2,2,Planktivore,coral,3.4,6,Day,3,1
Macropharyngodon spp,2,2,Invertivore,coral,3.261492537,12.22857143,Day,3,2
Malacoctenus spp,1,1,Invertivore,rock,3.475,7.1125,Day,3,2
Meiacanthus spp,1,1,Invertivore,coral,3.349277353,8.568452381,Day,3,2
Meuschenia spp,2,2,Grazer,rock,2.7,37.5,Day,2,4
Muraena spp,1,1,Invertivore,coral,4.02,114.2,Night,5,6
Myoxocephalus spp,1,1,Invertivore,rock,3.9,60,Day,4,5
Myripristis spp,2,2,Planktivore,coral,3.5,27.37333333,Night,3,3
Naso spp,3,2,Grazer,coral,2.342857143,62.25714286,Day,1,5
Nectamia spp,1,1,Planktivore,coral,3.25,7.75,Night,3,2
Neoglyphidodon spp,2,2,Grazer,coral,2.7975,12.875,Day,2,2
Neoniphon spp,2,2,Invertivore,coral,3.7,27.25,Night,4,3
Neopomacentrus spp,3,2,Planktivore,coral,3.4,8.833333333,Day,3,2
Nesogobius spp,1,1,Invertivore,sand,3.3,7.25,Day,3,2
Opistognathus spp,1,1,Planktivore,sand,3.5,23.61666667,Day,3,3
Ostracion spp,1,2,Invertivore,coral,3.2,22.91666667,Day,3,3
Oxycheilinus spp,1,2,Invertivore,coral,3.70434968,26.14285714,Day,4,3
Paracentropyge spp,1,2,Grazer,coral,2.819349593,12,Day,2,2
Paracheilinus spp,1,1,Planktivore,coral,3.375,7.5,Day,3,2
Paracirrhites spp,1,1,Invertivore,coral,3.74,17.82,Day,4,3
Parapercis spp,1,1,Invertivore,sand,3.558823529,24.77294118,Day,4,3
Pareques spp,3,1,Invertivore,coral,3.533333333,26,Night,4,3
Parupeneus spp,2,2,Invertivore,sand,3.526666667,40.86666667,Day,4,4
Pempheris spp,3,2,Invertivore,coral,3.371428571,17.60714286,Night,3,3
Pentapodus spp,1,2,Invertivore,coral,3.619047619,29.42857143,Day,4,3
Pervagor spp,1,2,Omnivore,coral,2.9,12.84,Day,2,2
Petroscirtes spp,1,1,Omnivore,rock,2.1,10.5,Day,1,2
Platax spp,2,2,Invertivore,coral,3.53,57.5,Day,4,5
Plectorhinchus spp,1,2,Invertivore,coral,3.799973836,68.73809524,Night,4,5
Plectroglyphidodon spp,2,2,Invertivore,coral,2.657142857,9.857142857,Day,2,2
Plectropomus spp,1,2,Piscivore,coral,4.288454271,107.6,Day,5,6
Pleurosicya spp,1,1,Invertivore,coral,3.15,3.5,Day,3,1
Pomacanthus spp,1,2,Invertivore,coral,2.75,42.3875,Day,2,4
Pomacentrus spp,2,2,Omnivore,coral,2.65902439,8.568292683,Day,2,2
Pomatoschistus spp,1,1,Invertivore,sand,3.15,8.5,Day,3,2
Priacanthus spp,2,2,Piscivore,coral,3.8,40,Night,4,4
Pristiapogon spp,2,3,Invertivore,coral,3.577850257,11.33333333,Night,4,2
Pseudanthias spp,3,3,Planktivore,coral,3.378947368,12.3,Day,3,2
Pseudocaranx spp,3,4,Invertivore,water column,3.698979592,77.5,Day,4,5
Pseudocheilinus spp,1,2,Invertivore,coral,3.36,10.1,Day,3,2
Pseudochromis spp,1,1,Invertivore,coral,3.51978022,8.126373626,Night,4,2
Pseudupeneus spp,2,2,Invertivore,sand,3.4,30,Day,3,3
Pteragogus spp,1,2,Invertivore,rock,3.525,15.375,Day,4,3
Ptereleotris spp,2,2,Planktivore,sand,3.342857143,12.78571429,Day,3,2
Pterocaesio spp,3,3,Planktivore,coral,3.3875,25.875,Day,3,3
Salarias spp,1,1,Grazer,coral,2,11.8,Day,1,2
Sargocentron spp,2,2,Invertivore,coral,3.592857143,26.57142857,Night,4,3
Scarus spp,2,2,Microphage,coral,2.033197882,49.82820513,Day,1,4
Scolopsis spp,1,2,Invertivore,coral,3.456680162,24.76923077,Day,3,3
Scorpaena spp,1,1,Invertivore,rock,3.8,34.97692308,Day,4,4
Scorpaenopsis spp,1,1,Piscivore,coral,4.1,25.41666667,Day,5,3
Sebastapistes spp,1,1,Invertivore,coral,3.7,8,Day,4,2
Sebastes spp,1,2,Piscivore,rock,3.64,52.13333333,Day,4,5
Seriola spp,2,4,Piscivore,water column,4.375,187.5,Day,5,6
Siganus spp,2,2,Grazer,coral,2.315,35.1,Day,1,4
Siphonognathus spp,1,2,Omnivore,rock,2.68,19.2,Day,2,3
Sphyraena spp,3,4,Piscivore,water column,4.418181818,114.6363636,Day,5,6
Spicara spp,3,3,Invertivore,rock,4.2,25,Day,5,3
Spratelloides spp,3,4,Planktivore,water column,3.4,12,Day,3,2
Stegastes spp,1,2,Grazer,coral,2.294298812,12.63416667,Day,1,2
Stethojulis spp,2,2,Invertivore,coral,3.325,13.5125,Day,3,2
Symphodus spp,1,2,Invertivore,rock,3.36,20,Day,3,3
Synchiropus spp,1,1,Invertivore,sand,3.32,7.1,Day,3,2
Synodus spp,1,1,Piscivore,coral,4.158333333,28.16666667,Day,5,3
Thalassoma spp,2,2,Planktivore,coral,3.452631579,23.92631579,Day,3,3
Thunnus spp,3,4,Piscivore,water column,4.3,239,Day,5,6
Trimma spp,1,1,Invertivore,coral,2.98798811,3.059259259,Day,2,1
Trygonoptera spp,1,1,Invertivore,sand,3.36,63,Night,3,5
Tylosurus spp,2,4,Piscivore,water column,4.266666667,150,Day,5,6
Urolophus spp,1,1,Invertivore,sand,3.575,55,Night,4,5
Valenciennea spp,2,1,Invertivore,sand,3.3,16.37777778,Day,3,3
Zebrasoma spp,1,2,Grazer,coral,2,30.5,Day,1,4
